"id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","lday","fday","bday","nl"
"QUERUB08_SH_02","QUERUB","8","SH","QUERUB08_SH","CL0","15","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,68,74,68,1
"QUERUB08_SH_03","QUERUB","8","SH","QUERUB08_SH","WL0","20","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,42,NA,39,1
"QUERUB08_SH_04","QUERUB","8","SH","QUERUB08_SH","CL2","15","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,37,NA,37,1
"QUERUB08_SH_05","QUERUB","8","SH","QUERUB08_SH","WL1","20","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,31,NA,24,1
"QUERUB08_SH_06","QUERUB","8","SH","QUERUB08_SH","WS0","20","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,56,NA,56,1
"QUERUB08_SH_07","QUERUB","8","SH","QUERUB08_SH","CS2","15","08","chill2","QUE",NA,NA,"1","1","","TS",36,3,3,44,NA,44,1
"QUERUB08_SH_08","QUERUB","8","SH","QUERUB08_SH","WL2","20","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,27,NA,14,1
"QUERUB08_SH_10","QUERUB","8","SH","QUERUB08_SH","CL1","15","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,51,NA,30,1
"QUERUB08_SH_11","QUERUB","8","SH","QUERUB08_SH","CS1","15","08","chill1","QUE",NA,NA,"1","1","","TS",36,3,3,44,NA,30,1
"QUERUB08_SH_12","QUERUB","8","SH","QUERUB08_SH","WS2","20","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,41,NA,31,1
"QUERUB10_SH_01","QUERUB","10","SH","QUERUB10_SH","CL1","15","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,37,NA,30,1
"QUERUB10_SH_02","QUERUB","10","SH","QUERUB10_SH","WS2","20","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,41,NA,31,1
"QUERUB10_SH_03","QUERUB","10","SH","QUERUB10_SH","CS1","15","08","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,44,NA,30,1
"QUERUB10_SH_04","QUERUB","10","SH","QUERUB10_SH","WS0","20","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,56,NA,13,1
"QUERUB10_SH_05","QUERUB","10","SH","QUERUB10_SH","WL1","20","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,24,NA,24,1
"QUERUB10_SH_06","QUERUB","10","SH","QUERUB10_SH","WL0","20","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,47,NA,42,1
"QUERUB10_SH_07","QUERUB","10","SH","QUERUB10_SH","CS2","15","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,44,NA,30,1
"QUERUB10_SH_08","QUERUB","10","SH","QUERUB10_SH","CS0","15","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,68,NA,68,1
"QUERUB10_SH_10","QUERUB","10","SH","QUERUB10_SH","CL0","15","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,61,NA,61,1
"QUERUB10_SH_11","QUERUB","10","SH","QUERUB10_SH","WL2","20","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,NA,NA,NA,0
"QUERUB10_SH_12","QUERUB","10","SH","QUERUB10_SH","CL2","15","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,30,NA,23,1
"QUERUB16_HF_01","QUERUB","16","HF","QUERUB16_HF","WL1","20","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"QUERUB16_HF_03","QUERUB","16","HF","QUERUB16_HF","CS1","15","08","chill1","QUE",NA,NA,"1","1","","TS",36,3,3,44,NA,23,1
"QUERUB16_HF_04","QUERUB","16","HF","QUERUB16_HF","WS2","20","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,50,NA,31,1
"QUERUB16_HF_05","QUERUB","16","HF","QUERUB16_HF","WL0","20","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,39,NA,33,1
"QUERUB16_HF_06","QUERUB","16","HF","QUERUB16_HF","CL2","15","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,37,NA,23,1
"QUERUB16_HF_07","QUERUB","16","HF","QUERUB16_HF","CL1","15","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,30,NA,22,1
"QUERUB16_HF_08","QUERUB","16","HF","QUERUB16_HF","CS0","15","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,75,NA,68,1
"QUERUB16_HF_09","QUERUB","16","HF","QUERUB16_HF","CS2","15","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,52,NA,30,1
"QUERUB16_HF_10","QUERUB","16","HF","QUERUB16_HF","CL0","15","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,54,NA,40,1
"QUERUB16_HF_11","QUERUB","16","HF","QUERUB16_HF","WL2","20","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,36,NA,27,1
"QUERUB16_HF_12","QUERUB","16","HF","QUERUB16_HF","WS0","20","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,56,NA,40,1
"QUERUB17_HF_02","QUERUB","17","HF","QUERUB17_HF","CS0","15","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,75,NA,68,1
"QUERUB17_HF_03","QUERUB","17","HF","QUERUB17_HF","WL1","20","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,31,NA,31,1
"QUERUB17_HF_04","QUERUB","17","HF","QUERUB17_HF","CS2","15","08","chill2","QUE",NA,NA,"1","1","","TS",36,3,3,44,NA,30,1
"QUERUB17_HF_05","QUERUB","17","HF","QUERUB17_HF","WL2","20","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,36,NA,27,1
"QUERUB17_HF_06","QUERUB","17","HF","QUERUB17_HF","WL0","20","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,42,NA,42,1
"QUERUB17_HF_07","QUERUB","17","HF","QUERUB17_HF","CL0","15","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,61,NA,48,1
"QUERUB17_HF_08","QUERUB","17","HF","QUERUB17_HF","WS0","20","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,43,NA,40,1
"QUERUB17_HF_09","QUERUB","17","HF","QUERUB17_HF","CL2","15","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,37,NA,23,1
"QUERUB17_HF_10","QUERUB","17","HF","QUERUB17_HF","WS2","20","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,41,NA,31,1
"QUERUB17_HF_11","QUERUB","17","HF","QUERUB17_HF","CS1","15","08","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,44,NA,30,1
"QUERUB17_HF_12","QUERUB","17","HF","QUERUB17_HF","CL1","15","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,37,NA,22,1
"QUERUB20_HF_01","QUERUB","20","HF","QUERUB20_HF","WS2","20","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,41,NA,31,1
"QUERUB20_HF_02","QUERUB","20","HF","QUERUB20_HF","WL1","20","12","chill1","QUE",NA,NA,"1","1","","TS",36,3,3,31,NA,24,1
"QUERUB20_HF_03","QUERUB","20","HF","QUERUB20_HF","WL2","20","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,36,NA,27,1
"QUERUB20_HF_04","QUERUB","20","HF","QUERUB20_HF","CS1","15","08","chill1","QUE",NA,NA,"1","1","","TS",36,3,3,NA,NA,30,0
"QUERUB20_HF_05","QUERUB","20","HF","QUERUB20_HF","CL2","15","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,43,NA,37,1
"QUERUB20_HF_06","QUERUB","20","HF","QUERUB20_HF","CL1","15","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,30,NA,30,1
"QUERUB20_HF_07","QUERUB","20","HF","QUERUB20_HF","CS0","15","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,82,NA,68,1
"QUERUB20_HF_08","QUERUB","20","HF","QUERUB20_HF","CS2","15","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,NA,NA,44,0
"QUERUB20_HF_09","QUERUB","20","HF","QUERUB20_HF","WL0","20","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,39,NA,39,1
"QUERUB20_HF_10","QUERUB","20","HF","QUERUB20_HF","WS0","20","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,68,NA,56,1
"QUERUB20_HF_11","QUERUB","20","HF","QUERUB20_HF","CL0","15","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,54,NA,48,1
"QUERUB21_HF_01","QUERUB","21","HF","QUERUB21_HF","CL0","15","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"QUERUB21_HF_02","QUERUB","21","HF","QUERUB21_HF","CL2","15","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,50,NA,37,1
"QUERUB21_HF_03","QUERUB","21","HF","QUERUB21_HF","CS0","15","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,75,NA,53,1
"QUERUB21_HF_05","QUERUB","21","HF","QUERUB21_HF","WS0","20","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,56,NA,43,1
"QUERUB21_HF_06","QUERUB","21","HF","QUERUB21_HF","WL1","20","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,31,NA,24,1
"QUERUB21_HF_07","QUERUB","21","HF","QUERUB21_HF","WL0","20","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,39,NA,33,1
"QUERUB21_HF_08","QUERUB","21","HF","QUERUB21_HF","WS2","20","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,41,NA,41,1
"QUERUB21_HF_09","QUERUB","21","HF","QUERUB21_HF","CS2","15","08","chill2","QUE",NA,NA,"","","[not measured]","TS",36,3,3,52,NA,44,1
"QUERUB21_HF_10","QUERUB","21","HF","QUERUB21_HF","CS1","15","08","chill1","QUE",NA,NA,"1","1","","TS",36,3,3,52,NA,44,1
"QUERUB21_HF_11","QUERUB","21","HF","QUERUB21_HF","WL2","20","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,36,NA,27,1
"QUERUB21_HF_12","QUERUB","21","HF","QUERUB21_HF","CL1","15","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,43,NA,30,1
"QUERUB23_HF_01","QUERUB","23","HF","QUERUB23_HF","WL2","20","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,36,NA,27,1
"QUERUB23_HF_02","QUERUB","23","HF","QUERUB23_HF","WS2","20","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,41,NA,41,1
"QUERUB23_HF_03","QUERUB","23","HF","QUERUB23_HF","CS2","15","08","chill2","QUE",NA,NA,"0","0","","TS",36,3,3,NA,NA,44,0
"QUERUB23_HF_04","QUERUB","23","HF","QUERUB23_HF","WL1","20","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,31,NA,31,1
"QUERUB23_HF_05","QUERUB","23","HF","QUERUB23_HF","CL0","15","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,61,NA,54,1
"QUERUB23_HF_06","QUERUB","23","HF","QUERUB23_HF","WS0","20","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,56,NA,56,1
"QUERUB23_HF_07","QUERUB","23","HF","QUERUB23_HF","WL0","20","12","chill0","QUE",NA,NA,"0","0","","",1,-32,1,39,NA,33,1
"QUERUB23_HF_08","QUERUB","23","HF","QUERUB23_HF","CS0","15","08","chill0","QUE",NA,NA,"0","0","","",1,-32,1,82,NA,68,1
"QUERUB23_HF_09","QUERUB","23","HF","QUERUB23_HF","CL1","15","12","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,43,NA,30,1
"QUERUB23_HF_10","QUERUB","23","HF","QUERUB23_HF","CL2","15","12","chill2","QUE",NA,NA,"0","0","","EB",36,3,3,50,NA,37,1
"QUERUB23_HF_12","QUERUB","23","HF","QUERUB23_HF","CS1","15","08","chill1","QUE",NA,NA,"0","0","","TS",36,3,3,52,NA,44,1
"SPIALB01_HF_01","SPIALB","1","HF","SPIALB01_HF","CL0","15","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,20,NA,12,1
"SPIALB01_HF_02","SPIALB","1","HF","SPIALB01_HF","WS0","20","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,26,NA,26,1
"SPIALB01_HF_03","SPIALB","1","HF","SPIALB01_HF","CS0","15","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,33,NA,21,1
"SPIALB01_HF_04","SPIALB","1","HF","SPIALB01_HF","WL0","20","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,26,NA,18,1
"SPIALB03_HF_01","SPIALB","3","HF","SPIALB03_HF","CS0","15","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,33,NA,33,1
"SPIALB03_HF_02","SPIALB","3","HF","SPIALB03_HF","CL0","15","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,32,NA,20,1
"SPIALB03_HF_03","SPIALB","3","HF","SPIALB03_HF","WS0","20","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,18,NA,12,1
"SPIALB03_HF_04","SPIALB","3","HF","SPIALB03_HF","WL0","20","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,18,NA,13,1
"SPIALB03_SH_01","SPIALB","3","SH","SPIALB03_SH","WL0","20","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,18,NA,13,1
"SPIALB03_SH_02","SPIALB","3","SH","SPIALB03_SH","CS0","15","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,NA,NA,68,0
"SPIALB03_SH_03","SPIALB","3","SH","SPIALB03_SH","WS0","20","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,27,NA,27,1
"SPIALB03_SH_04","SPIALB","3","SH","SPIALB03_SH","CL0","15","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,32,NA,20,1
"SPIALB04_HF_01","SPIALB","4","HF","SPIALB04_HF","WS0","20","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,27,NA,12,1
"SPIALB04_HF_02","SPIALB","4","HF","SPIALB04_HF","WL0","20","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,26,NA,13,1
"SPIALB04_HF_03","SPIALB","4","HF","SPIALB04_HF","CL0","15","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,29,NA,20,1
"SPIALB04_HF_04","SPIALB","4","HF","SPIALB04_HF","CS0","15","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,33,NA,13,1
"SPIALB05_HF_01","SPIALB","5","HF","SPIALB05_HF","CS0","15","08","chill0","SPI",NA,NA,"0","0","In its own small beaker","",1,-32,1,33,NA,13,1
"SPIALB05_HF_02","SPIALB","5","HF","SPIALB05_HF","WL0","20","12","chill0","SPI",NA,NA,"0","0","In its own small beaker; This specimen is in CLO, not WLO. Should it be switched?","",1,-32,1,18,NA,18,1
"SPIALB05_HF_03","SPIALB","5","HF","SPIALB05_HF","WS0","20","08","chill0","SPI",NA,NA,"0","0","Missing","",1,-32,1,NA,NA,NA,0
"SPIALB05_HF_04","SPIALB","5","HF","SPIALB05_HF","CL0","15","12","chill0","SPI",NA,NA,"0","0","In its own small beaker. This is not in CLO, it's in WLO. Spreadsheet should be updated or specimen should be switched. ","",1,-32,1,NA,NA,NA,0
"SPIALB06_HF_01","SPIALB","6","HF","SPIALB06_HF","WL0","20","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,18,NA,18,1
"SPIALB06_HF_02","SPIALB","6","HF","SPIALB06_HF","WS0","20","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,27,NA,12,1
"SPIALB06_HF_03","SPIALB","6","HF","SPIALB06_HF","CL0","15","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,29,NA,29,1
"SPIALB06_HF_04","SPIALB","6","HF","SPIALB06_HF","CS0","15","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,21,NA,21,1
"SPIALB06_SH_01","SPIALB","6","SH","SPIALB06_SH","WL0","20","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"SPIALB06_SH_02","SPIALB","6","SH","SPIALB06_SH","WS0","20","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,27,NA,12,1
"SPIALB06_SH_03","SPIALB","6","SH","SPIALB06_SH","CS0","15","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"SPIALB06_SH_04","SPIALB","6","SH","SPIALB06_SH","CL0","15","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,43,NA,20,1
"SPIALB07_SH_01","SPIALB","7","SH","SPIALB07_SH","CS0","15","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,33,NA,21,1
"SPIALB07_SH_02","SPIALB","7","SH","SPIALB07_SH","WL0","20","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,18,NA,13,1
"SPIALB07_SH_03","SPIALB","7","SH","SPIALB07_SH","CL0","15","12","chill0","SPI",NA,NA,"0","0","","",1,-32,1,29,NA,20,1
"SPIALB07_SH_04","SPIALB","7","SH","SPIALB07_SH","WS0","20","08","chill0","SPI",NA,NA,"0","0","","",1,-32,1,18,NA,13,1
"SPIALB08_HF_01","SPIALB","8","HF","SPIALB08_HF","CL0","15","12","chill0","SPI",NA,NA,"0","0","Missing","",1,-32,1,NA,NA,NA,0
"SPIALB08_HF_02","SPIALB","8","HF","SPIALB08_HF","WS0","20","08","chill0","SPI",NA,NA,"0","0","Missing","",1,-32,1,NA,NA,NA,0
"SPIALB08_HF_03","SPIALB","8","HF","SPIALB08_HF","WL0","20","12","chill0","SPI",NA,NA,"0","0","Missing","",1,-32,1,NA,NA,NA,0
"SPIALB08_HF_04","SPIALB","8","HF","SPIALB08_HF","CS0","15","08","chill0","SPI",NA,NA,"0","0","Missing","",1,-32,1,NA,NA,NA,0
"VACMYR01_HF_01","VACMYR","1","HF","VACMYR01_HF","CL0","15","12","chill0","VAC",NA,NA,"0","0","Short. Does not reach to top of beaker","",1,-32,1,32,NA,12,1
"VACMYR01_HF_02","VACMYR","1","HF","VACMYR01_HF","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,33,NA,13,1
"VACMYR01_HF_03","VACMYR","1","HF","VACMYR01_HF","WL0","20","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,18,NA,6,1
"VACMYR01_HF_04","VACMYR","1","HF","VACMYR01_HF","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,27,NA,12,1
"VACMYR02_SH_01","VACMYR","2","SH","VACMYR02_SH","CL0","15","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,29,NA,20,1
"VACMYR02_SH_02","VACMYR","2","SH","VACMYR02_SH","WL0","20","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,18,NA,13,1
"VACMYR02_SH_03","VACMYR","2","SH","VACMYR02_SH","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,39,NA,13,1
"VACMYR02_SH_04","VACMYR","2","SH","VACMYR02_SH","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,18,NA,12,1
"VACMYR03_HF_01","VACMYR","3","HF","VACMYR03_HF","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,26,NA,12,1
"VACMYR03_HF_02","VACMYR","3","HF","VACMYR03_HF","CL0","15","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,29,NA,12,1
"VACMYR03_HF_03","VACMYR","3","HF","VACMYR03_HF","WL0","20","12","chill0","VAC",NA,NA,"0","0","Short; doesn't reach to top of beaker, and much of stem is submerged b/c it's sitting diagonally in beaker","",1,-32,1,26,NA,13,1
"VACMYR03_HF_04","VACMYR","3","HF","VACMYR03_HF","CS0","15","08","chill0","VAC",NA,NA,"0","0","Short clipping, need to keep water at 300+ml","",1,-32,1,39,NA,13,1
"VACMYR03_SH_01","VACMYR","3","SH","VACMYR03_SH","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,27,NA,27,1
"VACMYR03_SH_02","VACMYR","3","SH","VACMYR03_SH","CL0","15","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"VACMYR03_SH_03","VACMYR","3","SH","VACMYR03_SH","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,39,NA,21,1
"VACMYR03_SH_04","VACMYR","3","SH","VACMYR03_SH","WL0","20","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,26,26,6,1
"VACMYR04_SH_01","VACMYR","4","SH","VACMYR04_SH","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,18,NA,12,1
"VACMYR04_SH_02","VACMYR","4","SH","VACMYR04_SH","CL0","15","12","chill0","VAC",NA,NA,"0","0","Is short--doesn't reach out of beaker","",1,-32,1,29,NA,20,1
"VACMYR04_SH_03","VACMYR","4","SH","VACMYR04_SH","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,39,NA,33,1
"VACMYR04_SH_04","VACMYR","4","SH","VACMYR04_SH","WL0","20","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,26,NA,13,1
"VACMYR05_HF_01","VACMYR","5","HF","VACMYR05_HF","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,18,NA,13,1
"VACMYR05_HF_02","VACMYR","5","HF","VACMYR05_HF","WL0","20","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,18,29,13,1
"VACMYR05_HF_03","VACMYR","5","HF","VACMYR05_HF","CL0","15","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,32,NA,12,1
"VACMYR05_HF_04","VACMYR","5","HF","VACMYR05_HF","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,33,NA,13,1
"VACMYR05_SH_01","VACMYR","5","SH","VACMYR05_SH","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,42,NA,21,1
"VACMYR05_SH_02","VACMYR","5","SH","VACMYR05_SH","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,26,NA,13,1
"VACMYR05_SH_03","VACMYR","5","SH","VACMYR05_SH","CL0","15","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,32,NA,20,1
"VACMYR05_SH_04","VACMYR","5","SH","VACMYR05_SH","WL0","20","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,26,NA,13,1
"VACMYR07_HF_01","VACMYR","7","HF","VACMYR07_HF","CL0","15","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,29,NA,12,1
"VACMYR07_HF_02","VACMYR","7","HF","VACMYR07_HF","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,NA,NA,33,0
"VACMYR07_HF_03","VACMYR","7","HF","VACMYR07_HF","WL0","20","12","chill0","VAC",NA,NA,"0","0","Doesn't reach out of beaker. ","",1,-32,1,26,NA,13,1
"VACMYR07_HF_04","VACMYR","7","HF","VACMYR07_HF","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,18,NA,12,1
"VACMYR07_SH_01","VACMYR","7","SH","VACMYR07_SH","WL0","20","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,26,NA,13,1
"VACMYR07_SH_02","VACMYR","7","SH","VACMYR07_SH","CL0","15","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,32,NA,32,1
"VACMYR07_SH_03","VACMYR","7","SH","VACMYR07_SH","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,27,NA,12,1
"VACMYR07_SH_04","VACMYR","7","SH","VACMYR07_SH","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"VACMYR08_SH_01","VACMYR","8","SH","VACMYR08_SH","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,39,NA,21,1
"VACMYR08_SH_02","VACMYR","8","SH","VACMYR08_SH","WL0","20","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,18,NA,13,1
"VACMYR08_SH_03","VACMYR","8","SH","VACMYR08_SH","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,27,NA,12,1
"VACMYR08_SH_04","VACMYR","8","SH","VACMYR08_SH","CL0","15","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,34,NA,20,1
"VACMYR10_HF_01","VACMYR","10","HF","VACMYR10_HF","WL0","20","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,26,NA,13,1
"VACMYR10_HF_02","VACMYR","10","HF","VACMYR10_HF","WS0","20","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,27,NA,12,1
"VACMYR10_HF_03","VACMYR","10","HF","VACMYR10_HF","CL0","15","12","chill0","VAC",NA,NA,"0","0","","",1,-32,1,29,NA,12,1
"VACMYR10_HF_04","VACMYR","10","HF","VACMYR10_HF","CS0","15","08","chill0","VAC",NA,NA,"0","0","","",1,-32,1,39,NA,13,1
"VIBLAN02_SH_01","VIBLAN","2","SH","VIBLAN02_SH","CS2","15","08","chill2","VIB",NA,16,"0","0","","TS",36,3,3,44,NA,44,1
"VIBLAN02_SH_02","VIBLAN","2","SH","VIBLAN02_SH","WL0","20","12","chill0","VIB",NA,NA,"0","0","","",1,-32,1,26,NA,26,1
"VIBLAN02_SH_03","VIBLAN","2","SH","VIBLAN02_SH","WS2","20","08","chill2","VIB",NA,NA,"0","0","","TS",36,3,3,24,NA,24,1
"VIBLAN02_SH_04","VIBLAN","2","SH","VIBLAN02_SH","WL2","20","12","chill2","VIB",NA,NA,"0","0","","EB",36,3,3,27,NA,27,1
"VIBLAN02_SH_05","VIBLAN","2","SH","VIBLAN02_SH","WL1","20","12","chill1","VIB",NA,0,"0","0","","TS",36,3,3,NA,NA,NA,0
"VIBLAN02_SH_06","VIBLAN","2","SH","VIBLAN02_SH","CL2","15","12","chill2","VIB",0,NA,"0","-","","EB",36,3,3,NA,NA,NA,0
"VIBLAN02_SH_08","VIBLAN","2","SH","VIBLAN02_SH","CL0","15","12","chill0","VIB",NA,NA,"0","0","","",1,-32,1,NA,NA,82,0
"VIBLAN02_SH_09","VIBLAN","2","SH","VIBLAN02_SH","CS0","15","08","chill0","VIB",NA,NA,"0","0","","",1,-32,1,68,NA,68,1
"VIBLAN02_SH_10","VIBLAN","2","SH","VIBLAN02_SH","CL1","15","12","chill1","VIB",0,0,"0","0","not sure if t or l","TS",36,3,3,30,NA,30,1
"VIBLAN02_SH_11","VIBLAN","2","SH","VIBLAN02_SH","CS1","15","08","chill1","VIB",NA,NA,"0","0","","TS",36,3,3,44,NA,44,1
"VIBLAN02_SH_12","VIBLAN","2","SH","VIBLAN02_SH","WS0","20","08","chill0","VIB",NA,NA,"0","0","","",1,-32,1,18,NA,18,1
"VIBLAN03_HF_01","VIBLAN","3","HF","VIBLAN03_HF","WS2","20","08","chill2","VIB",NA,NA,"0","0","","TS",36,3,3,50,NA,50,1
"VIBLAN03_HF_02","VIBLAN","3","HF","VIBLAN03_HF","CL1","15","12","chill1","VIB",0,0,"0","0","not sure if t or l","TS",36,3,3,22,NA,22,1
"VIBLAN03_HF_03","VIBLAN","3","HF","VIBLAN03_HF","CL0","15","12","chill0","VIB",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"VIBLAN03_HF_05","VIBLAN","3","HF","VIBLAN03_HF","WS0","20","08","chill0","VIB",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
