"id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","lday","fday","bday","nl"
"FAGGRA03_HF_08","FAGGRA","3","HF","FAGGRA03_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"FAGGRA03_HF_09","FAGGRA","3","HF","FAGGRA03_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA03_HF_10","FAGGRA","3","HF","FAGGRA03_HF","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,NA,NA,43,0
"FAGGRA03_HF_11","FAGGRA","3","HF","FAGGRA03_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"FAGGRA03_HF_12","FAGGRA","3","HF","FAGGRA03_HF","WL2","20","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,NA,NA,36,0
"FAGGRA04_SH_02","FAGGRA","4","SH","FAGGRA04_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,29,NA,29,1
"FAGGRA04_SH_03","FAGGRA","4","SH","FAGGRA04_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,56,0
"FAGGRA04_SH_04","FAGGRA","4","SH","FAGGRA04_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,68,0
"FAGGRA04_SH_05","FAGGRA","4","SH","FAGGRA04_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,61,NA,43,1
"FAGGRA04_SH_06","FAGGRA","4","SH","FAGGRA04_SH","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA04_SH_07","FAGGRA","4","SH","FAGGRA04_SH","WL2","20","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,NA,NA,27,0
"FAGGRA04_SH_08","FAGGRA","4","SH","FAGGRA04_SH","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,50,NA,30,1
"FAGGRA04_SH_09","FAGGRA","4","SH","FAGGRA04_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"FAGGRA04_SH_10","FAGGRA","4","SH","FAGGRA04_SH","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,43,NA,37,1
"FAGGRA04_SH_11","FAGGRA","4","SH","FAGGRA04_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,30,0
"FAGGRA04_SH_12","FAGGRA","4","SH","FAGGRA04_SH","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,45,NA,45,1
"FAGGRA05_SH_01","FAGGRA","5","SH","FAGGRA05_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,61,NA,48,1
"FAGGRA05_SH_02","FAGGRA","5","SH","FAGGRA05_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,44,0
"FAGGRA05_SH_03","FAGGRA","5","SH","FAGGRA05_SH","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,45,NA,45,1
"FAGGRA05_SH_04","FAGGRA","5","SH","FAGGRA05_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"FAGGRA05_SH_05","FAGGRA","5","SH","FAGGRA05_SH","WL2","20","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,NA,NA,14,0
"FAGGRA05_SH_06","FAGGRA","5","SH","FAGGRA05_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA05_SH_07","FAGGRA","5","SH","FAGGRA05_SH","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA05_SH_08","FAGGRA","5","SH","FAGGRA05_SH","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,NA,NA,43,0
"FAGGRA05_SH_10","FAGGRA","5","SH","FAGGRA05_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,82,0
"FAGGRA05_SH_11","FAGGRA","5","SH","FAGGRA05_SH","CL1","15","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,NA,NA,57,0
"FAGGRA05_SH_12","FAGGRA","5","SH","FAGGRA05_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,47,0
"FAGGRA06_SH_01","FAGGRA","6","SH","FAGGRA06_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA06_SH_02","FAGGRA","6","SH","FAGGRA06_SH","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,52,0
"FAGGRA06_SH_03","FAGGRA","6","SH","FAGGRA06_SH","WL2","20","12","chill2","FAG",NA,NA,"1","0","","EB",36,3,3,36,NA,27,1
"FAGGRA06_SH_04","FAGGRA","6","SH","FAGGRA06_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,61,NA,54,1
"FAGGRA06_SH_05","FAGGRA","6","SH","FAGGRA06_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,53,NA,39,1
"FAGGRA06_SH_06","FAGGRA","6","SH","FAGGRA06_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,68,NA,68,1
"FAGGRA06_SH_07","FAGGRA","6","SH","FAGGRA06_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,52,0
"FAGGRA06_SH_09","FAGGRA","6","SH","FAGGRA06_SH","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,43,NA,37,1
"FAGGRA06_SH_10","FAGGRA","6","SH","FAGGRA06_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,75,0
"FAGGRA06_SH_11","FAGGRA","6","SH","FAGGRA06_SH","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,43,NA,37,1
"FAGGRA06_SH_12","FAGGRA","6","SH","FAGGRA06_SH","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,38,0
"FAGGRA07_SH_01","FAGGRA","7","SH","FAGGRA07_SH","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,43,NA,30,1
"FAGGRA07_SH_02","FAGGRA","7","SH","FAGGRA07_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"FAGGRA07_SH_03","FAGGRA","7","SH","FAGGRA07_SH","CL1","15","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,NA,NA,NA,0
"FAGGRA07_SH_04","FAGGRA","7","SH","FAGGRA07_SH","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,44,0
"FAGGRA07_SH_05","FAGGRA","7","SH","FAGGRA07_SH","WL1","20","12","chill1","FAG",NA,NA,"1","-","no lat","TS",36,3,3,38,NA,31,1
"FAGGRA07_SH_07","FAGGRA","7","SH","FAGGRA07_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,52,0
"FAGGRA07_SH_08","FAGGRA","7","SH","FAGGRA07_SH","WL2","20","12","chill2","FAG",NA,NA,"1","0","","EB",36,3,3,14,NA,14,1
"FAGGRA07_SH_09","FAGGRA","7","SH","FAGGRA07_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"FAGGRA07_SH_10","FAGGRA","7","SH","FAGGRA07_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,61,NA,29,1
"FAGGRA07_SH_11","FAGGRA","7","SH","FAGGRA07_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,82,NA,75,1
"FAGGRA07_SH_12","FAGGRA","7","SH","FAGGRA07_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA08_SH_01","FAGGRA","8","SH","FAGGRA08_SH","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"FAGGRA08_SH_03","FAGGRA","8","SH","FAGGRA08_SH","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA08_SH_04","FAGGRA","8","SH","FAGGRA08_SH","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"FAGGRA08_SH_05","FAGGRA","8","SH","FAGGRA08_SH","WS0","20","08","chill0","FAG",NA,NA,"0","0","Flask contains an extra Franig","",1,-32,1,NA,NA,NA,0
"FAGGRA08_SH_06","FAGGRA","8","SH","FAGGRA08_SH","CL1","15","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,43,NA,37,1
"FAGGRA08_SH_07","FAGGRA","8","SH","FAGGRA08_SH","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,43,NA,43,1
"FAGGRA08_SH_08","FAGGRA","8","SH","FAGGRA08_SH","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA08_SH_09","FAGGRA","8","SH","FAGGRA08_SH","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,61,0
"FAGGRA08_SH_10","FAGGRA","8","SH","FAGGRA08_SH","CS1","15","08","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,NA,NA,NA,0
"FAGGRA08_SH_11","FAGGRA","8","SH","FAGGRA08_SH","WL1","20","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,45,NA,38,1
"FAGGRA08_SH_12","FAGGRA","8","SH","FAGGRA08_SH","WL2","20","12","chill2","FAG",NA,NA,"1","1","","EB",36,3,3,36,NA,36,1
"FAGGRA09_HF_01","FAGGRA","9","HF","FAGGRA09_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,53,NA,39,1
"FAGGRA09_HF_02","FAGGRA","9","HF","FAGGRA09_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,75,NA,47,1
"FAGGRA09_HF_03","FAGGRA","9","HF","FAGGRA09_HF","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,56,0
"FAGGRA09_HF_04","FAGGRA","9","HF","FAGGRA09_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,44,0
"FAGGRA09_HF_05","FAGGRA","9","HF","FAGGRA09_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,68,NA,54,1
"FAGGRA09_HF_06","FAGGRA","9","HF","FAGGRA09_HF","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,31,NA,31,1
"FAGGRA09_HF_07","FAGGRA","9","HF","FAGGRA09_HF","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,23,0
"FAGGRA09_HF_08","FAGGRA","9","HF","FAGGRA09_HF","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,43,NA,30,1
"FAGGRA09_HF_09","FAGGRA","9","HF","FAGGRA09_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,34,NA,34,1
"FAGGRA09_HF_11","FAGGRA","9","HF","FAGGRA09_HF","WL2","20","12","chill2","FAG",NA,NA,"1","0","","EB",36,3,3,NA,NA,27,0
"FAGGRA09_HF_12","FAGGRA","9","HF","FAGGRA09_HF","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,37,NA,22,1
"FAGGRA10_HF_01","FAGGRA","10","HF","FAGGRA10_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,68,0
"FAGGRA10_HF_02","FAGGRA","10","HF","FAGGRA10_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,48,NA,43,1
"FAGGRA10_HF_03","FAGGRA","10","HF","FAGGRA10_HF","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,50,0
"FAGGRA10_HF_04","FAGGRA","10","HF","FAGGRA10_HF","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,44,0
"FAGGRA10_HF_06","FAGGRA","10","HF","FAGGRA10_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,82,NA,68,1
"FAGGRA10_HF_07","FAGGRA","10","HF","FAGGRA10_HF","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA10_HF_08","FAGGRA","10","HF","FAGGRA10_HF","WL2","20","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,36,NA,27,1
"FAGGRA10_HF_09","FAGGRA","10","HF","FAGGRA10_HF","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,51,0
"FAGGRA10_HF_10","FAGGRA","10","HF","FAGGRA10_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,53,0
"FAGGRA10_HF_11","FAGGRA","10","HF","FAGGRA10_HF","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,43,NA,30,1
"FAGGRA10_HF_12","FAGGRA","10","HF","FAGGRA10_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,52,NA,52,1
"FAGGRA11_HF_01","FAGGRA","11","HF","FAGGRA11_HF","CL2","15","12","chill2","FAG",NA,NA,"0","0","","EB",36,3,3,43,NA,30,1
"FAGGRA11_HF_02","FAGGRA","11","HF","FAGGRA11_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,54,NA,48,1
"FAGGRA11_HF_03","FAGGRA","11","HF","FAGGRA11_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,52,NA,44,1
"FAGGRA11_HF_04","FAGGRA","11","HF","FAGGRA11_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,68,NA,68,1
"FAGGRA11_HF_05","FAGGRA","11","HF","FAGGRA11_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,NA,0
"FAGGRA11_HF_07","FAGGRA","11","HF","FAGGRA11_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,75,NA,68,1
"FAGGRA11_HF_08","FAGGRA","11","HF","FAGGRA11_HF","WL2","20","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,27,NA,27,1
"FAGGRA11_HF_09","FAGGRA","11","HF","FAGGRA11_HF","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA11_HF_10","FAGGRA","11","HF","FAGGRA11_HF","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,31,NA,31,1
"FAGGRA11_HF_11","FAGGRA","11","HF","FAGGRA11_HF","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,44,0
"FAGGRA11_HF_12","FAGGRA","11","HF","FAGGRA11_HF","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,30,NA,30,1
"FAGGRA13_HF_01","FAGGRA","13","HF","FAGGRA13_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,52,NA,30,1
"FAGGRA13_HF_03","FAGGRA","13","HF","FAGGRA13_HF","WS2","20","08","chill2","FAG",NA,NA,"1","1","looks swolling, v fat buds","TS",36,3,3,56,NA,41,1
"FAGGRA13_HF_04","FAGGRA","13","HF","FAGGRA13_HF","CL1","15","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,43,NA,30,1
"FAGGRA13_HF_05","FAGGRA","13","HF","FAGGRA13_HF","WL1","20","12","chill1","FAG",NA,NA,"1","1","","TS",36,3,3,24,NA,24,1
"FAGGRA13_HF_06","FAGGRA","13","HF","FAGGRA13_HF","WL2","20","12","chill2","FAG",NA,NA,"1","0","","EB",36,3,3,27,NA,27,1
"FAGGRA13_HF_07","FAGGRA","13","HF","FAGGRA13_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,68,NA,42,1
"FAGGRA13_HF_08","FAGGRA","13","HF","FAGGRA13_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,40,NA,32,1
"FAGGRA13_HF_09","FAGGRA","13","HF","FAGGRA13_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,39,NA,26,1
"FAGGRA13_HF_10","FAGGRA","13","HF","FAGGRA13_HF","CS2","15","08","chill2","FAG",NA,NA,"1","-","","TS",36,3,3,44,NA,44,1
"FAGGRA13_HF_11","FAGGRA","13","HF","FAGGRA13_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,NA,NA,43,0
"FAGGRA13_HF_12","FAGGRA","13","HF","FAGGRA13_HF","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,43,NA,30,1
"FAGGRA14_HF_01","FAGGRA","14","HF","FAGGRA14_HF","CL2","15","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,50,NA,37,1
"FAGGRA14_HF_02","FAGGRA","14","HF","FAGGRA14_HF","CS1","15","08","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA14_HF_03","FAGGRA","14","HF","FAGGRA14_HF","WS0","20","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,29,NA,29,1
"FAGGRA14_HF_04","FAGGRA","14","HF","FAGGRA14_HF","CS2","15","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA14_HF_05","FAGGRA","14","HF","FAGGRA14_HF","WL1","20","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,45,NA,38,1
"FAGGRA14_HF_06","FAGGRA","14","HF","FAGGRA14_HF","CL0","15","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,61,NA,48,1
"FAGGRA14_HF_07","FAGGRA","14","HF","FAGGRA14_HF","WL0","20","12","chill0","FAG",NA,NA,"0","0","","",1,-32,1,47,NA,39,1
"FAGGRA14_HF_08","FAGGRA","14","HF","FAGGRA14_HF","CL1","15","12","chill1","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,43,0
"FAGGRA14_HF_09","FAGGRA","14","HF","FAGGRA14_HF","WL2","20","12","chill2","FAG",NA,NA,"0","-","","EB",36,3,3,NA,NA,27,0
"FAGGRA14_HF_10","FAGGRA","14","HF","FAGGRA14_HF","WS2","20","08","chill2","FAG",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"FAGGRA14_HF_11","FAGGRA","14","HF","FAGGRA14_HF","CS0","15","08","chill0","FAG",NA,NA,"0","0","","",1,-32,1,82,NA,68,1
"LONCAN01_HF_01","LONCAN","1","HF","LONCAN01_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,29,NA,12,1
"LONCAN01_HF_02","LONCAN","1","HF","LONCAN01_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,NA,13,1
"LONCAN01_HF_03","LONCAN","1","HF","LONCAN01_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,18,NA,13,1
"LONCAN01_HF_04","LONCAN","1","HF","LONCAN01_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,26,NA,13,1
"LONCAN01_SH_01","LONCAN","1","SH","LONCAN01_SH","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,18,34,12,1
"LONCAN01_SH_02","LONCAN","1","SH","LONCAN01_SH","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,20,NA,20,1
"LONCAN01_SH_03","LONCAN","1","SH","LONCAN01_SH","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,18,NA,13,1
"LONCAN01_SH_04","LONCAN","1","SH","LONCAN01_SH","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,NA,13,1
"LONCAN02_HF_01","LONCAN","2","HF","LONCAN02_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,29,NA,20,1
"LONCAN02_HF_02","LONCAN","2","HF","LONCAN02_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,NA,26,1
"LONCAN02_HF_03","LONCAN","2","HF","LONCAN02_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,27,NA,18,1
"LONCAN02_HF_04","LONCAN","2","HF","LONCAN02_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,33,47,13,1
"LONCAN04_HF_01","LONCAN","4","HF","LONCAN04_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,13,NA,13,1
"LONCAN04_HF_02","LONCAN","4","HF","LONCAN04_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","Short; does not reach to top of beaker","",1,-32,1,33,NA,21,1
"LONCAN04_HF_03","LONCAN","4","HF","LONCAN04_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,18,NA,12,1
"LONCAN04_HF_04","LONCAN","4","HF","LONCAN04_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,20,NA,20,1
"LONCAN05_HF_01","LONCAN","5","HF","LONCAN05_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,29,34,20,1
"LONCAN05_HF_02","LONCAN","5","HF","LONCAN05_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,27,27,12,1
"LONCAN05_HF_03","LONCAN","5","HF","LONCAN05_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,26,NA,13,1
"LONCAN05_HF_04","LONCAN","5","HF","LONCAN05_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,39,33,21,1
"LONCAN07_HF_01","LONCAN","7","HF","LONCAN07_HF","WL0","20","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,13,NA,13,1
"LONCAN07_HF_02","LONCAN","7","HF","LONCAN07_HF","CS0","15","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,68,NA,53,1
"LONCAN07_HF_03","LONCAN","7","HF","LONCAN07_HF","CL0","15","12","chill0","LON",NA,NA,"0","0","","",1,-32,1,20,NA,12,1
"LONCAN07_HF_04","LONCAN","7","HF","LONCAN07_HF","WS0","20","08","chill0","LON",NA,NA,"0","0","","",1,-32,1,27,34,6,1
"POPGRA01_SH_01","POPGRA","1","SH","POPGRA01_SH","CS1","15","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,44,NA,15,1
"POPGRA01_SH_02","POPGRA","1","SH","POPGRA01_SH","WL1","20","12","chill1","POP",NA,NA,"1","-","no lat buds","TS",36,3,3,24,NA,13,1
"POPGRA01_SH_03","POPGRA","1","SH","POPGRA01_SH","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,68,NA,48,1
"POPGRA01_SH_04","POPGRA","1","SH","POPGRA01_SH","WL2","20","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,27,14,20,1
"POPGRA01_SH_05","POPGRA","1","SH","POPGRA01_SH","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,56,NA,34,1
"POPGRA01_SH_06","POPGRA","1","SH","POPGRA01_SH","CS2","15","08","chill2","POP",NA,NA,"1","-","","TS",36,3,3,52,NA,23,1
"POPGRA01_SH_07","POPGRA","1","SH","POPGRA01_SH","WS2","20","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,31,NA,24,1
"POPGRA01_SH_08","POPGRA","1","SH","POPGRA01_SH","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,75,NA,53,1
"POPGRA01_SH_09","POPGRA","1","SH","POPGRA01_SH","CL2","15","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,37,NA,23,1
"POPGRA01_SH_11","POPGRA","1","SH","POPGRA01_SH","CL1","15","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,NA,NA,NA,0
"POPGRA01_SH_12","POPGRA","1","SH","POPGRA01_SH","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,47,NA,33,1
"POPGRA02_SH_01","POPGRA","2","SH","POPGRA02_SH","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,61,NA,43,1
"POPGRA02_SH_03","POPGRA","2","SH","POPGRA02_SH","WL1","20","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,24,NA,13,1
"POPGRA02_SH_04","POPGRA","2","SH","POPGRA02_SH","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,56,NA,40,1
"POPGRA02_SH_05","POPGRA","2","SH","POPGRA02_SH","CS2","15","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,44,NA,23,1
"POPGRA02_SH_06","POPGRA","2","SH","POPGRA02_SH","CL1","15","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,51,NA,37,1
"POPGRA02_SH_07","POPGRA","2","SH","POPGRA02_SH","CL2","15","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,37,NA,23,1
"POPGRA02_SH_08","POPGRA","2","SH","POPGRA02_SH","WS2","20","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,31,NA,24,1
"POPGRA02_SH_09","POPGRA","2","SH","POPGRA02_SH","CS1","15","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,NA,NA,NA,0
"POPGRA02_SH_10","POPGRA","2","SH","POPGRA02_SH","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,75,NA,68,1
"POPGRA02_SH_11","POPGRA","2","SH","POPGRA02_SH","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,42,NA,33,1
"POPGRA02_SH_12","POPGRA","2","SH","POPGRA02_SH","WL2","20","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,27,NA,14,1
"POPGRA03_HF_01","POPGRA","3","HF","POPGRA03_HF","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,47,NA,39,1
"POPGRA03_HF_02","POPGRA","3","HF","POPGRA03_HF","CL2","15","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,43,NA,23,1
"POPGRA03_HF_03","POPGRA","3","HF","POPGRA03_HF","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,68,NA,54,1
"POPGRA03_HF_04","POPGRA","3","HF","POPGRA03_HF","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,68,33,13,1
"POPGRA03_HF_05","POPGRA","3","HF","POPGRA03_HF","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,56,NA,43,1
"POPGRA03_HF_06","POPGRA","3","HF","POPGRA03_HF","WL2","20","12","chill2","POP",NA,18,"0","0","","EB",36,3,3,27,20,20,1
"POPGRA03_HF_07","POPGRA","3","HF","POPGRA03_HF","CS2","15","08","chill2","POP",18,18,"0","0","","TS",36,3,3,NA,3,NA,0
"POPGRA03_HF_08","POPGRA","3","HF","POPGRA03_HF","WL1","20","12","chill1","POP",18,18,"1","1","","TS",36,3,3,31,3,24,1
