"ind","main.effect","mean","sd","sem"
"LONCAN02_HF","chill0",19.25,5.37742193496723,2.68871096748361
"LONCAN04_HF","chill0",16.5,4.65474668125631,2.32737334062816
"LONCAN05_HF","chill0",16.5,4.65474668125631,2.32737334062816
"LONCAN07_HF","chill0",21,21.556128285633,10.7780641428165
"POPGRA01_SH","chill0",42,10.0332779621949,5.01663898109747
"POPGRA01_SH","chill1",17.3333333333333,5.85946527708232,2.92973263854116
"POPGRA01_SH","chill2",22.5,1.73205080756888,0.866025403784439
"POPGRA02_SH","chill0",46,15.2534149181967,7.62670745909837
"POPGRA02_SH","chill1",22,13.076696830622,6.53834841531101
"POPGRA02_SH","chill2",21,4.69041575982343,2.34520787991171
"POPGRA03_HF","chill0",37.25,17.3661548229115,8.68307741145576
"POPGRA03_HF","chill1",25.25,3.20156211871642,1.60078105935821
"POPGRA03_HF","chill2",22.3333333333333,2.08166599946613,1.04083299973307
"POPGRA04_SH","chill0",55.75,16.5403546918841,8.27017734594206
"POPGRA04_SH","chill1",34,5.65685424949238,2.82842712474619
"POPGRA04_SH","chill2",33.5,4.94974746830583,2.47487373415292
"POPGRA05_HF","chill0",53.75,16.4595463687997,8.22977318439984
"POPGRA05_HF","chill1",35.5,9.67815409397198,4.83907704698599
"POPGRA05_HF","chill2",40.75,10.3400515794974,5.1700257897487
"POPGRA05_SH","chill0",47.25,15.1299922890485,7.56499614452424
"POPGRA05_SH","chill1",16.25,4.7169905660283,2.35849528301415
"POPGRA05_SH","chill2",NA,NA,NA
"POPGRA06_HF","chill0",48.75,15.3920975395385,7.69604876976924
"POPGRA06_HF","chill1",26,3.46410161513775,1.73205080756888
"POPGRA06_HF","chill2",34.75,7.41057802513857,3.70528901256928
"POPGRA06_SH","chill0",50.25,13.6717470232106,6.83587351160528
"POPGRA06_SH","chill1",21.5,3.1091263510296,1.5545631755148
"POPGRA06_SH","chill2",14,NA,NA
"POPGRA07_HF","chill0",31.75,28.2651139510646,14.1325569755323
"POPGRA07_HF","chill1",30.5,9.4339811320566,4.7169905660283
"POPGRA07_HF","chill2",33.5,4.94974746830583,2.47487373415292
"POPGRA08_SH","chill0",30,11.7473401244707,5.87367006223537
"POPGRA08_SH","chill1",14.25,1.5,0.75
"POPGRA08_SH","chill2",23,0,0
"PRUPEN02_SH","chill0",12.5,0.577350269189626,0.288675134594813
"PRUPEN03_SH","chill0",29,NA,NA
"PRUPEN04_HF","chill0",18,4.35889894354067,2.17944947177034
"PRUPEN04_SH","chill0",17,5.65685424949238,2.82842712474619
"PRUPEN05_HF","chill0",12.5,0.577350269189626,0.288675134594813
"PRUPEN06_HF","chill0",14,2.70801280154532,1.35400640077266
"PRUPEN06_SH","chill0",16.25,7.18215380880508,3.59107690440254
"PRUPEN07_HF","chill0",18,3.55902608401044,1.77951304200522
"PRUPEN09_HF","chill0",22.5,8.58292879305582,4.29146439652791
"PRUPEN09_SH","chill0",11,3.36650164612069,1.68325082306035
"PRUPEN12_HF","chill0",18,3.55902608401044,1.77951304200522
"PRUPEN13_HF","chill0",16.5,4.65474668125631,2.32737334062816
"QUERUB04_SH","chill0",47.5,13.7719521734091,6.88597608670453
"QUERUB04_SH","chill1",21.5,3.1091263510296,1.5545631755148
"QUERUB04_SH","chill2",26,5.35412613473634,2.67706306736817
"QUERUB05_SH","chill0",48.75,13.4505266315735,6.72526331578673
"QUERUB05_SH","chill1",23.25,0.957427107756338,0.478713553878169
"QUERUB05_SH","chill2",27.75,3.5939764421413,1.79698822107065
"QUERUB06_SH","chill0",54.3333333333333,14.5716619962629,7.28583099813146
"QUERUB06_SH","chill1",25,3.46410161513775,1.73205080756888
"QUERUB06_SH","chill2",31.25,4.19324854180304,2.09662427090152
"QUERUB07_SH","chill0",47,11.2694276695846,5.63471383479232
"QUERUB07_SH","chill1",18.25,3.947573094109,1.9737865470545
"QUERUB07_SH","chill2",20.3333333333333,5.5075705472861,2.75378527364305
"QUERUB08_SH","chill0",57.75,13.7204227340122,6.86021136700612
"QUERUB08_SH","chill1",27,3.46410161513775,1.73205080756888
"QUERUB08_SH","chill2",31.5,12.8192563486863,6.40962817434314
"QUERUB10_SH","chill0",46,24.589970855344,12.294985427672
"QUERUB10_SH","chill1",27,3.46410161513775,1.73205080756888
"QUERUB10_SH","chill2",28,4.35889894354067,2.17944947177034
"QUERUB16_HF","chill0",45.25,15.5214904782584,7.76074523912921
"QUERUB16_HF","chill1",23,1,0.5
"QUERUB16_HF","chill2",27.75,3.5939764421413,1.79698822107065
"QUERUB17_HF","chill0",49.5,12.7932273749303,6.39661368746516
"QUERUB17_HF","chill1",26.75,4.42530601578392,2.21265300789196
"QUERUB17_HF","chill2",27.75,3.5939764421413,1.79698822107065
"QUERUB20_HF","chill0",52.75,12.3119183449751,6.15595917248753
"QUERUB20_HF","chill1",27,3.46410161513775,1.73205080756888
"QUERUB20_HF","chill2",34.75,7.41057802513857,3.70528901256928
"QUERUB21_HF","chill0",43,10,5
"QUERUB21_HF","chill1",32.6666666666667,10.2632028788938,5.13160143944688
"QUERUB21_HF","chill2",37.25,7.41057802513857,3.70528901256928
"QUERUB23_HF","chill0",52.75,14.5459043491057,7.27295217455287
"QUERUB23_HF","chill1",32.25,8.42120339777319,4.21060169888659
"QUERUB23_HF","chill2",37.25,7.41057802513857,3.70528901256928
"SPIALB01_HF","chill0",19.25,5.85234995535981,2.92617497767991
"SPIALB03_HF","chill0",19.5,9.67815409397198,4.83907704698599
"SPIALB03_SH","chill0",32,24.6711707599511,12.3355853799756
"SPIALB04_HF","chill0",14.5,3.69684550213647,1.84842275106824
"SPIALB05_HF","chill0",15.5,3.53553390593274,1.76776695296637
"SPIALB06_HF","chill0",20,7.07106781186548,3.53553390593274
"SPIALB06_SH","chill0",16,5.65685424949238,2.82842712474619
"SPIALB07_SH","chill0",16.75,4.3493294502333,2.17466472511665
"SPIALB08_HF","chill0",NA,NA,NA
"VACMYR01_HF","chill0",10.75,3.20156211871642,1.60078105935821
"VACMYR02_SH","chill0",14.5,3.69684550213647,1.84842275106824
"VACMYR03_HF","chill0",12.5,0.577350269189626,0.288675134594813
"VACMYR03_SH","chill0",18,10.816653826392,5.40832691319598
"VACMYR04_SH","chill0",19.5,9.67815409397198,4.83907704698599
"VACMYR05_HF","chill0",12.75,0.5,0.25
"VACMYR05_SH","chill0",16.75,4.3493294502333,2.17466472511665
"VACMYR07_HF","chill0",17.5,10.3440804327886,5.1720402163943
"VACMYR07_SH","chill0",19,11.2694276695846,5.63471383479232
"VACMYR08_SH","chill0",16.5,4.65474668125631,2.32737334062816
"VACMYR10_HF","chill0",12.5,0.577350269189626,0.288675134594813
"VIBLAN02_SH","chill0",48.5,31.2996272608264,15.6498136304132
"VIBLAN02_SH","chill1",32.6666666666667,10.2632028788938,5.13160143944688
"VIBLAN02_SH","chill2",31.6666666666667,10.785793124909,5.39289656245448
"VIBLAN03_HF","chill0",33,NA,NA
"VIBLAN03_HF","chill1",28.75,15.7770930993852,7.88854654969258
"VIBLAN03_HF","chill2",33.3333333333333,15.2752523165195,7.63762615825973
"VIBLAN04_SH","chill0",34,9.2736184954957,4.63680924774785
"VIBLAN04_SH","chill1",22.25,7.36545993132812,3.68272996566406
"VIBLAN04_SH","chill2",35.6666666666667,12.5033328890074,6.25166644450368
"VIBLAN05_SH","chill0",25,9.12870929175277,4.56435464587638
"VIBLAN05_SH","chill1",17.25,4.19324854180304,2.09662427090152
"VIBLAN05_SH","chill2",20.25,8.18026079453868,4.09013039726934
"VIBLAN06_SH","chill0",36.75,8.92094912738176,4.46047456369088
"VIBLAN06_SH","chill1",18,5.56776436283002,2.78388218141501
"VIBLAN06_SH","chill2",22.75,8.99536917900909,4.49768458950455
"VIBLAN07_SH","chill0",51,24.0416305603426,12.0208152801713
"VIBLAN07_SH","chill1",23.6666666666667,6.50640709864771,3.25320354932386
"VIBLAN07_SH","chill2",NA,NA,NA
"VIBLAN09_HF","chill0",45.25,23.8240074994392,11.9120037497196
"VIBLAN09_HF","chill1",20.5,5.06622805119022,2.53311402559511
"VIBLAN09_HF","chill2",24.25,6.02079728939615,3.01039864469807
"VIBLAN10_HF","chill0",33,15.121728296285,7.5608641481425
"VIBLAN10_HF","chill1",23.25,5.37742193496723,2.68871096748361
"VIBLAN10_HF","chill2",34.25,10.5948100502085,5.29740502510427
"VIBLAN11_HF","chill0",NA,NA,NA
"VIBLAN11_HF","chill1",24.6666666666667,10.1159939369957,5.05799696849784
"VIBLAN11_HF","chill2",29,2.82842712474619,1.4142135623731
"VIBLAN12_HF","chill0",33.5,9.32737905308882,4.66368952654441
"VIBLAN12_HF","chill1",23,1,0.5
"VIBLAN12_HF","chill2",NA,NA,NA
"ACEPEN01_HF","15",18.5,7.58287544405155,3.09569593683445
"ACEPEN01_HF","20",18.5,5.35723809439155,2.18708329364323
"ACEPEN02_HF","15",14,5.44058820349418,2.22111083319436
"ACEPEN02_HF","20",17.8,7.69415362466854,3.14112506383727
"ACEPEN03_HF","15",13,6.89927532426414,2.81661735657035
"ACEPEN03_HF","20",12.5,6.28490254498827,2.56580071972344
"ACEPEN04_HF","15",13.2,7.56306816047562,3.08760964717584
"ACEPEN04_HF","20",13.6666666666667,3.38624669312008,1.38242942355518
"ACEPEN04_SH","15",17.8333333333333,7.60043858383624,3.10286605862673
"ACEPEN04_SH","20",17.6666666666667,5.24086506854228,2.13957420478416
"ACEPEN06_SH","15",14,5.44058820349418,2.22111083319436
"ACEPEN06_SH","20",15.5,4.37035467668243,1.78418982547635
"ACEPEN07_SH","15",24,9.50789145920377,3.8815804341359
"ACEPEN07_SH","20",20,6.35609943282828,2.59486672747048
"ACEPEN08_SH","15",20.8333333333333,11.6002873527627,4.73579748065495
"ACEPEN08_SH","20",20,5.8309518948453,2.38047614284762
"ACEPEN09_SH","15",16,9.338094023943,3.81226092146555
"ACEPEN09_SH","20",14.5,2.07364413533277,0.84656167328002
"ACEPEN11_HF","15",21.8333333333333,9.04249228181405,3.69158201558326
"ACEPEN11_HF","20",17.8333333333333,8.01040989379861,3.2702361450581
"ALNINC01_HF","15",54,19.7989898732233,14
"ALNINC01_HF","20",30,4.24264068711928,3
"ALNINC01_SH","15",26.5,9.19238815542512,6.5
"ALNINC01_SH","20",16,14.142135623731,10
"ALNINC02_HF","15",45,4.24264068711928,3
"ALNINC02_HF","20",33.5,0.707106781186548,0.5
"ALNINC04_HF","15",31,2.82842712474619,2
"ALNINC04_HF","20",20,19.7989898732233,14
"ALNINC04_SH","15",39.5,0.707106781186548,0.5
"ALNINC04_SH","20",29,NA,NA
"ALNINC05_HF","15",23.5,14.8492424049175,10.5
"ALNINC05_HF","20",23.5,14.8492424049175,10.5
"ALNINC05_SH","15",27,21.2132034355964,15
"ALNINC05_SH","20",30,4.24264068711928,3
"ALNINC06_SH","15",16.5,4.94974746830583,3.5
"ALNINC06_SH","20",21,11.3137084989848,8
"ALNINC07_SH","15",33.5,0.707106781186548,0.5
"ALNINC07_SH","20",22.5,6.36396103067893,4.5
"ALNINC08_HF","15",38,12.7279220613579,9
"ALNINC08_HF","20",23.5,14.8492424049175,10.5
"FAGGRA02_SH","15",46.6666666666667,18.151216671801,7.41020317610193
"FAGGRA02_SH","20",34.1666666666667,15.5488477600968,6.34779051674238
"FAGGRA03_HF","15",55,18.4932420089069,7.54983443527075
"FAGGRA03_HF","20",37.3333333333333,1.15470053837925,0.471404520791032
"FAGGRA04_SH","15",41.6,15.7257750206468,6.42002076839839
"FAGGRA04_SH","20",36.2,13.736811857196,5.60802995712398
"FAGGRA05_SH","15",54.8,16.1771443709945,6.60429153404562
"FAGGRA05_SH","20",35.3333333333333,18.5022521151706,7.55351279574977
"FAGGRA06_SH","15",51.1666666666667,13.9916641850306,5.71207298428318
"FAGGRA06_SH","20",45.6,16.2573060498965,6.63701740241805
"FAGGRA07_SH","15",46,18.8812075884992,7.70822071989812
"FAGGRA07_SH","20",22.5,12.0208152801713,4.90747728811182
"FAGGRA08_SH","15",47,12.4899959967968,5.09901951359279
"FAGGRA08_SH","20",41.3333333333333,7.57187779440036,3.09120616516523
"FAGGRA09_HF","15",36.6666666666667,13.47095641247,5.49949492630409
"FAGGRA09_HF","20",39.5,11.3269589917153,4.62421164452205
"FAGGRA10_HF","15",48,12.5698050899765,5.13160143944688
"FAGGRA10_HF","20",49.6,14.6731046476197,5.99026988818812
"FAGGRA11_HF","15",44,14.0285423334001,5.72712842531054
"FAGGRA11_HF","20",44,18.8856206322871,7.71002233748025
"FAGGRA13_HF","15",34.6666666666667,6.53197264742181,2.66666666666667
"FAGGRA13_HF","20",33.1666666666667,8.42417157153549,3.43915364265364
"FAGGRA14_HF","15",49,13.4412301024373,5.48735921105144
"FAGGRA14_HF","20",36.6,9.18150314491042,3.74833296279826
"LONCAN01_HF","15",12.5,0.707106781186548,0.5
"LONCAN01_HF","20",13,0,0
"LONCAN01_SH","15",16.5,4.94974746830583,3.5
"LONCAN01_SH","20",12.5,0.707106781186548,0.5
"LONCAN02_HF","15",16.5,4.94974746830583,3.5
"LONCAN02_HF","20",22,5.65685424949238,4
"LONCAN04_HF","15",20.5,0.707106781186548,0.5
"LONCAN04_HF","20",12.5,0.707106781186548,0.5
"LONCAN05_HF","15",20.5,0.707106781186548,0.5
"LONCAN05_HF","20",12.5,0.707106781186548,0.5
"LONCAN07_HF","15",32.5,28.9913780286484,20.5
"LONCAN07_HF","20",9.5,4.94974746830583,3.5
"POPGRA01_SH","15",32.4,16.9351705040132,6.91375440697744
"POPGRA01_SH","20",24.6666666666667,7.94145242803019,3.24208437754342
"POPGRA02_SH","15",38.8,18.5256578830551,7.56306816047562
"POPGRA02_SH","20",23.3333333333333,11.1295402720268,4.54361578970366
"POPGRA03_HF","15",28.6,15.4369686143362,6.30211604674705
"POPGRA03_HF","20",29,9.50789145920377,3.8815804341359
"POPGRA04_SH","15",43.8,16.7092788593643,6.82153452921946
"POPGRA04_SH","20",46.3333333333333,18.9296944860009,7.72801541291309
"POPGRA05_HF","15",53,12.0995867698033,4.93963561409139
"POPGRA05_HF","20",33.6666666666667,7.31209044437134,2.98514842363175
"POPGRA05_SH","15",38,24.8327740429189,10.137937550497
"POPGRA05_SH","20",25.5,13.076696830622,5.33853912601566
"POPGRA06_HF","15",46.6,14.8929513529052,6.08002192978501
"POPGRA06_HF","20",29.8333333333333,5.98052394583172,2.441538676964
"POPGRA06_SH","15",41.75,22.9546654662329,9.37120293475947
"POPGRA06_SH","20",26.8,12.1531888819355,4.96151858473458
"POPGRA07_HF","15",37,18.3521115951271,7.49221818511269
"POPGRA07_HF","20",23.5,13.8924439894498,5.67156650905785
"POPGRA08_SH","15",21.1666666666667,10.3231132255084,4.2143933265787
"POPGRA08_SH","20",24,11.0453610171873,4.5092497528229
"PRUPEN02_SH","15",12.5,0.707106781186548,0.5
"PRUPEN02_SH","20",12.5,0.707106781186548,0.5
"PRUPEN03_SH","15",NA,NA,NA
"PRUPEN03_SH","20",29,NA,NA
"PRUPEN04_HF","15",20.5,0.707106781186548,0.5
"PRUPEN04_HF","20",13,NA,NA
"PRUPEN04_SH","15",21,NA,NA
"PRUPEN04_SH","20",13,NA,NA
"PRUPEN05_HF","15",12.5,0.707106781186548,0.5
"PRUPEN05_HF","20",12.5,0.707106781186548,0.5
"PRUPEN06_HF","15",12.5,0.707106781186548,0.5
"PRUPEN06_HF","20",15.5,3.53553390593274,2.5
"PRUPEN06_SH","15",12.5,0.707106781186548,0.5
"PRUPEN06_SH","20",20,9.89949493661167,7
"PRUPEN07_HF","15",20.5,0.707106781186548,0.5
"PRUPEN07_HF","20",15.5,3.53553390593274,2.5
"PRUPEN09_HF","15",22.5,13.4350288425444,9.5
"PRUPEN09_HF","20",22.5,6.36396103067893,4.5
"PRUPEN09_SH","15",12.5,0.707106781186548,0.5
"PRUPEN09_SH","20",9.5,4.94974746830583,3.5
"PRUPEN12_HF","15",20.5,0.707106781186548,0.5
"PRUPEN12_HF","20",15.5,3.53553390593274,2.5
"PRUPEN13_HF","15",20.5,0.707106781186548,0.5
"PRUPEN13_HF","20",12.5,0.707106781186548,0.5
"QUERUB04_SH","15",34.8333333333333,18.0822196277633,7.38203525082646
"QUERUB04_SH","20",28.5,9.73139250056229,3.97282435218741
"QUERUB05_SH","15",35.6666666666667,18.6404577912311,7.60993502673388
"QUERUB05_SH","20",30.8333333333333,7.19490560512552,2.93730791334136
"QUERUB06_SH","15",37.4,17.9108905417905,7.31209044437134
"QUERUB06_SH","20",33.5,12.3733584769859,5.05140244552606
"QUERUB07_SH","15",27.25,18.1544301296773,7.41151506478639
"QUERUB07_SH","20",27.6666666666667,14.2079789789634,5.80038312910832
"QUERUB08_SH","15",46.1666666666667,17.6908639321732,7.22226495713852
"QUERUB08_SH","20",31.3333333333333,14.6651514368815,5.98702300350053
"QUERUB10_SH","15",40.3333333333333,19.0438091427809,7.7746025264604
"QUERUB10_SH","20",26.8,10.6630202100531,4.35315977193578
"QUERUB16_HF","15",34.3333333333333,17.8512371186612,7.28773703635848
"QUERUB16_HF","20",31,6.12372435695795,2.5
"QUERUB17_HF","15",36.8333333333333,17.8932016885371,7.30486900027038
"QUERUB17_HF","20",32.5,7.12039324756716,2.90688837074973
"QUERUB20_HF","15",42.8333333333333,14.3166569654604,5.84475073130678
"QUERUB20_HF","20",33.5,12.3733584769859,5.05140244552606
"QUERUB21_HF","15",41.6,8.61974477580398,3.51899606895679
"QUERUB21_HF","20",33.6,8.35463942968217,3.41076726460973
"QUERUB23_HF","15",46.1666666666667,13.3628839202721,5.45537451611813
"QUERUB23_HF","20",35.3333333333333,11.6733314296591,4.76561760017641
"SPIALB01_HF","15",16.5,6.36396103067893,4.5
"SPIALB01_HF","20",22,5.65685424949238,4
"SPIALB03_HF","15",26.5,9.19238815542512,6.5
"SPIALB03_HF","20",12.5,0.707106781186548,0.5
"SPIALB03_SH","15",44,33.9411254969543,24
"SPIALB03_SH","20",20,9.89949493661167,7
"SPIALB04_HF","15",16.5,4.94974746830583,3.5
"SPIALB04_HF","20",12.5,0.707106781186548,0.5
"SPIALB05_HF","15",13,NA,NA
"SPIALB05_HF","20",18,NA,NA
"SPIALB06_HF","15",25,5.65685424949238,4
"SPIALB06_HF","20",15,4.24264068711928,3
"SPIALB06_SH","15",20,NA,NA
"SPIALB06_SH","20",12,NA,NA
"SPIALB07_SH","15",20.5,0.707106781186548,0.5
"SPIALB07_SH","20",13,0,0
"SPIALB08_HF","15",NA,NA,NA
"SPIALB08_HF","20",NA,NA,NA
"VACMYR01_HF","15",12.5,0.707106781186548,0.5
"VACMYR01_HF","20",9,4.24264068711928,3
"VACMYR02_SH","15",16.5,4.94974746830583,3.5
"VACMYR02_SH","20",12.5,0.707106781186548,0.5
"VACMYR03_HF","15",12.5,0.707106781186548,0.5
"VACMYR03_HF","20",12.5,0.707106781186548,0.5
"VACMYR03_SH","15",21,NA,NA
"VACMYR03_SH","20",16.5,14.8492424049175,10.5
"VACMYR04_SH","15",26.5,9.19238815542512,6.5
"VACMYR04_SH","20",12.5,0.707106781186548,0.5
"VACMYR05_HF","15",12.5,0.707106781186548,0.5
"VACMYR05_HF","20",13,0,0
"VACMYR05_SH","15",20.5,0.707106781186548,0.5
"VACMYR05_SH","20",13,0,0
"VACMYR07_HF","15",22.5,14.8492424049175,10.5
"VACMYR07_HF","20",12.5,0.707106781186548,0.5
"VACMYR07_SH","15",32,NA,NA
"VACMYR07_SH","20",12.5,0.707106781186548,0.5
"VACMYR08_SH","15",20.5,0.707106781186548,0.5
"VACMYR08_SH","20",12.5,0.707106781186548,0.5
"VACMYR10_HF","15",12.5,0.707106781186548,0.5
"VACMYR10_HF","20",12.5,0.707106781186548,0.5
"VIBLAN02_SH","15",53.6,20.9475535564419,8.5518029288176
"VIBLAN02_SH","20",23.8,3.4928498393146,1.42594997574716
"VIBLAN03_HF","15",28.75,4.7169905660283,1.92570333471522
"VIBLAN03_HF","20",33.25,19.5512147960172,7.98175001696579
"VIBLAN04_SH","15",34.3333333333333,11.8771489283694,4.84882574559152
"VIBLAN04_SH","20",25.2,7.08519583356734,2.89251908665555
"VIBLAN05_SH","15",24.1666666666667,7.90990939686838,3.22920698899556
"VIBLAN05_SH","20",17.5,5.9916608715781,2.44608530786098
"VIBLAN06_SH","15",30,13.729530217746,5.60505724026675
"VIBLAN06_SH","20",23.6666666666667,8.64098759787715,3.52766841475279
"VIBLAN07_SH","15",49,26.8700576850888,10.9696551146029
"VIBLAN07_SH","20",25,8.54400374531753,3.48807492274273
"VIBLAN09_HF","15",35.5,20.7243817760627,8.46069343099804
"VIBLAN09_HF","20",24.5,12.6609636284131,5.16881675692481
"VIBLAN10_HF","15",33.1666666666667,8.86378399255457,3.61862466200136
"VIBLAN10_HF","20",27.1666666666667,13.4077092251684,5.47367437021158
"VIBLAN11_HF","15",30,NA,NA
"VIBLAN11_HF","20",25.5,8.54400374531753,3.48807492274273
"VIBLAN12_HF","15",31,11.5758369027902,4.72581562625261
"VIBLAN12_HF","20",26.3333333333333,2.51661147842358,1.02740233382816
"ACEPEN01_HF","08",20.5,6.89202437604511,2.81365716935569
"ACEPEN01_HF","12",16.5,5.39444158370447,2.20227155455452
"ACEPEN02_HF","08",18.3333333333333,6.86051504383357,2.80079353834667
"ACEPEN02_HF","12",12.6,4.97995983919549,2.03306009093025
"ACEPEN03_HF","08",12.6666666666667,6.53197264742181,2.66666666666667
"ACEPEN03_HF","12",12.8333333333333,6.6758270399005,2.72539497647181
"ACEPEN04_HF","08",15.4,4.61519230368573,1.88414436814168
"ACEPEN04_HF","12",11.8333333333333,5.77638872191499,2.35820082077653
"ACEPEN04_SH","08",19.1666666666667,4.62240918425302,1.88709064729575
"ACEPEN04_SH","12",16.3333333333333,7.68548415304245,3.13758576686669
"ACEPEN06_SH","08",15,4.24264068711928,1.73205080756888
"ACEPEN06_SH","12",14.5,5.64800849857718,2.3057898140695
"ACEPEN07_SH","08",24.3333333333333,8.33466656001706,3.40261337471329
"ACEPEN07_SH","12",19.6666666666667,7.60701430698449,3.10555058636056
"ACEPEN08_SH","08",23.6666666666667,9.33095207718198,3.80934523390977
"ACEPEN08_SH","12",17.1666666666667,7.52108148251744,3.07046865767716
"ACEPEN09_SH","08",17,8.41427358718505,3.43511280746353
"ACEPEN09_SH","12",13.5,3.83405790253616,1.56524758424985
